unit_id,requirement_id,module_id,level,level_label,title,requirement_text,sentence_text,coder,kategorie,notes
SYS.2.3.A2.S05,SYS.2.3.A2,SYS.2.3,B,Basis,Auswahl einer geeigneten Distribution,"Auf Grundlage der Sicherheitsanforderungen und des Einsatzzwecks MUSS ein geeignetes Unix- Derivat bzw. eine geeignete Linux-Distribution ausgewählt werden. Es MUSS für die geplante Einsatzdauer des Betriebssystems Support verfügbar sein. Alle benötigten Anwendungsprogramme SOLLTEN als Teil der Distribution direkt verfügbar sein. Sie SOLLTEN NUR in Ausnahmefällen aus Drittquellen bezogen werden. Distributionen, bei denen das Betriebssystem selbst kompiliert wird, SOLLTEN NICHT in Produktivumgebungen eingesetzt werden.","Distributionen, bei denen das Betriebssystem selbst kompiliert wird, SOLLTEN NICHT in Produktivumgebungen eingesetzt werden.",zweitkodierer,B — Kontextabhängig / KI-gestützt,
SYS.2.4.A1.S06,SYS.2.4.A1,SYS.2.4,B,Basis,Planung des sicheren Einsatzes von macOS,"Die Einführung von macOS MUSS sorgfältig geplant werden. Es MUSS entschieden werden, wo und wie Daten abgelegt werden. Es MUSS geplant werden, wie die Datensicherung in das institutionsweite Datensicherungskonzept integriert werden kann. Es MUSS geplant werden, wie Sicherheits- und sonstige Aktualisierungen für macOS und Anwendungen systematisch installiert werden können. Es MUSS ermittelt werden, welche Anwendungen bei einem Plattformwechsel zu macOS benötigt werden. Wird der Mac in einem Datennetz betrieben, MUSS zusätzlich berücksichtigt werden, welche Netzprotokolle eingesetzt werden sollen.","Wird der Mac in einem Datennetz betrieben, MUSS zusätzlich berücksichtigt werden, welche Netzprotokolle eingesetzt werden sollen.",zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.2.4.A8.S02,SYS.2.4.A8,SYS.2.4,S,Standard,Keine Nutzung von iCloud für schützenswerte Daten,"Es SOLLTE verhindert werden, dass schützenswerte Daten zwischen mehreren Geräten über iCloud- Dienste synchronisiert werden. Stattdessen SOLLTEN Daten nur über selbst betriebene Dienste synchronisiert werden. Schützenswerte Daten SOLLTEN NICHT in iCloud gespeichert werden. Entwürfe, beispielsweise von E-Mails oder Dokumenten, SOLLTEN NICHT automatisch in iCloud gespeichert werden.",Stattdessen SOLLTEN Daten nur über selbst betriebene Dienste synchronisiert werden.,zweitkodierer,B — Kontextabhängig / KI-gestützt,
SYS.2.5.A12.S01,SYS.2.5.A12,SYS.2.5,S,Standard,Sensibilisierung der Benutzenden,"Alle Benutzenden von virtuellen Clients SOLLTEN über den sicheren Umgang mit virtuellen Clients sensibilisiert werden. Falls die Ressourcen dynamisch anhand der abgerufenen Leistung zwischen mehreren virtuellen Clients aufgeteilt werden, SOLLTEN die Benutzenden darüber aufgeklärt werden, dass ihr Verhalten potenziell andere Benutzende beeinflussen kann. Falls die Sicherheitsanforderungen der auf virtuellen Clients ausgeführten Anwendungen besonders sind, SOLLTE kommuniziert werden, wie diese gegenüber physischen Clients abweichen. Es SOLLTE auch kommuniziert werden, welche spezifischen Sicherheitsaspekte zu beachten sind.",Alle Benutzenden von virtuellen Clients SOLLTEN über den sicheren Umgang mit virtuellen Clients sensibilisiert werden.,zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.2.5.A12.S02,SYS.2.5.A12,SYS.2.5,S,Standard,Sensibilisierung der Benutzenden,"Alle Benutzenden von virtuellen Clients SOLLTEN über den sicheren Umgang mit virtuellen Clients sensibilisiert werden. Falls die Ressourcen dynamisch anhand der abgerufenen Leistung zwischen mehreren virtuellen Clients aufgeteilt werden, SOLLTEN die Benutzenden darüber aufgeklärt werden, dass ihr Verhalten potenziell andere Benutzende beeinflussen kann. Falls die Sicherheitsanforderungen der auf virtuellen Clients ausgeführten Anwendungen besonders sind, SOLLTE kommuniziert werden, wie diese gegenüber physischen Clients abweichen. Es SOLLTE auch kommuniziert werden, welche spezifischen Sicherheitsaspekte zu beachten sind.","Falls die Ressourcen dynamisch anhand der abgerufenen Leistung zwischen mehreren virtuellen Clients aufgeteilt werden, SOLLTEN die Benutzenden darüber aufgeklärt werden, dass ihr Verhalten potenziell andere Benutzende beeinflussen kann.",zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.2.6.A14.S02,SYS.2.6.A14,SYS.2.6,H,Erhöhter Schutzbedarf,Verwendung von nicht-persistenten virtuellen Clients,"Nachdem sie benutzt wurden oder zu einem definierten Zeitpunkt SOLLTEN die virtuellen Clients auf ihren Grundzustand, d. h. auf das zugrundeliegende Template, zurückgesetzt oder bei Bedarf neu provisioniert werden. Diese Zeitfenster SOLLTEN dokumentiert und an die Betroffenen kommuniziert werden. Nicht zurückgesetzte virtuelle Clients SOLLTEN NICHT von mehreren unterschiedlichen Benutzenden verwendet werden.",Diese Zeitfenster SOLLTEN dokumentiert und an die Betroffenen kommuniziert werden.,zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.2.6.A7.S01,SYS.2.6.A7,SYS.2.6,S,Standard,Härtung der virtualisierten Clients durch die VDI-Lösung,Die Möglichkeiten der VDI-Lösung SOLLTEN für die Härtung der virtuellen Clients entsprechend den Anforderungen des Bausteins SYS.2.5 Client-Virtualisierung genutzt werden. Die Betriebssysteme der Clients SOLLTEN ausschließlich über die Managementkomponente der VDI-Lösung konfiguriert werden. Eine individuelle Konfiguration bestehender virtueller Clients über die Virtualisierungsinfrastruktur SOLLTE mit technischen Mitteln unterbunden werden.,Die Möglichkeiten der VDI-Lösung SOLLTEN für die Härtung der virtuellen Clients entsprechend den Anforderungen des Bausteins SYS.2.5 Client-Virtualisierung genutzt werden.,zweitkodierer,C — Organisatorischer Akt / evidenzfrei,"Könnte auch B sein, kommt drauf an was in Baustein SYS 2.5 an Anforderungen hinterlegt ist -> daher konservativ C"
SYS.3.2.1.A7.S01,SYS.3.2.1.A7,SYS.3.2.1,B,Basis,Verhaltensregeln bei Sicherheitsvorfällen,"Gehen Geräte verloren oder werden unberechtigte Änderungen an Gerät und Software festgestellt, MÜSSEN die Benutzenden sofort die Zuständigen informieren.","Gehen Geräte verloren oder werden unberechtigte Änderungen an Gerät und Software festgestellt, MÜSSEN die Benutzenden sofort die Zuständigen informieren.",zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.3.2.1.A9.S02,SYS.3.2.1.A9,SYS.3.2.1,S,Standard,Restriktive Nutzung von funktionalen Erweiterungen,"Funktionale Erweiterungen SOLLTEN nur restriktiv genutzt werden. Wenn möglich, SOLLTE auf funktionale Erweiterungen verzichtet werden. Die funktionalen Erweiterungen SOLLTEN keinen automatischen Zugriff auf schützenswerte Informationen haben. Sie SOLLTEN die festgelegte Grundkonfiguration nicht umgehen oder ändern können.","Wenn möglich, SOLLTE auf funktionale Erweiterungen verzichtet werden.",zweitkodierer,B — Kontextabhängig / KI-gestützt,
SYS.3.2.2.A21.S01,SYS.3.2.2.A21,SYS.3.2.2,S,Standard,Verwaltung von Zertifikaten,"Zertifikate zur Nutzung von Diensten auf dem mobilen Endgerät SOLLTEN zentral über das MDM installiert, deinstalliert und aktualisiert werden. Die Installation von nicht vertrauenswürdigen und nicht verifizierbaren (Root-) Zertifikaten durch Benutzende SOLLTE durch das MDM verhindert werden. Das MDM SOLLTE Mechanismen unterstützen, um die Gültigkeit von Zertifikaten zu überprüfen.","Zertifikate zur Nutzung von Diensten auf dem mobilen Endgerät SOLLTEN zentral über das MDM installiert, deinstalliert und aktualisiert werden.",zweitkodierer,B — Kontextabhängig / KI-gestützt,
SYS.3.3.A11.S02,SYS.3.3.A11,SYS.3.3,S,Standard,Ausfallvorsorge bei Mobiltelefonen,"Die auf einem Mobiltelefon gespeicherten Daten SOLLTEN in regelmäßigen Abständen auf einem externen Medium gesichert werden. Muss ein defektes Mobiltelefon repariert werden, SOLLTEN zuvor alle Daten gelöscht und das Gerät auf den Werkszustand zurückgesetzt werden. Es SOLLTEN immer Ersatzgeräte vorhanden sein, um ein ausgefallenes Mobiltelefon kurzfristig ersetzen zu können.","Muss ein defektes Mobiltelefon repariert werden, SOLLTEN zuvor alle Daten gelöscht und das Gerät auf den Werkszustand zurückgesetzt werden.",zweitkodierer,B — Kontextabhängig / KI-gestützt,
SYS.3.3.A12.S01,SYS.3.3.A12,SYS.3.3,S,Standard,Einrichtung eines Mobiltelefon-Pools,"Bei häufig wechselnden Benutzenden dienstlicher Mobiltelefone SOLLTE eine Sammelaufbewahrung (Pool) eingerichtet werden. Die Ausgabe und Rücknahme von Mobiltelefonen und Zubehör SOLLTE dokumentiert werden. Vor der Ausgabe SOLLTE sichergestellt werden, dass die Mobiltelefone aufgeladen und mit den nötigen Programmen und Daten für die neuen Besitzenden ausgestattet sind. Zudem SOLLTEN die Benutzenden auf die Einhaltung der Sicherheitsleitlinie hingewiesen werden. Nachdem die Geräte wieder zurückgegeben wurden, SOLLTEN sie auf den Werkszustand zurückgesetzt werden.",Bei häufig wechselnden Benutzenden dienstlicher Mobiltelefone SOLLTE eine Sammelaufbewahrung (Pool) eingerichtet werden.,zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.3.3.A7.S01,SYS.3.3.A7,SYS.3.3,S,Standard,Beschaffung von Mobiltelefonen,"Bevor Mobiltelefone beschafft werden, SOLLTE eine Anforderungsliste erstellt werden. Anhand der Anforderungsliste SOLLTEN die am Markt erhältlichen Produkte bewertet werden. Das Produkt SOLLTE danach ausgewählt werden, ob die Herstellenden für den geplanten Einsatzzeitraum Updates anbieten. Es SOLLTE gewährleistet werden, dass Ersatzteile wie Akkus und Ladegeräte in ausreichender Qualität nachbeschafft werden können.","Bevor Mobiltelefone beschafft werden, SOLLTE eine Anforderungsliste erstellt werden.",zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.4.1.A2.S04,SYS.4.1.A2,SYS.4.1,B,Basis,"Geeignete Aufstellung und Zugriff auf Drucker, Kopierer und Multifunktionsgeräte","Der IT-Betrieb MUSS Drucker, Kopierer und Multifunktionsgeräte so aufstellen und absichern, dass nur befugte Personen die Geräte verwenden und auf verarbeitete Informationen zugreifen können. Außerdem MUSS sichergestellt sein, dass nur berechtigte Personen die Geräte administrieren, warten und reparieren können. Mit Dienstleistenden (z. B. für die Wartung) MÜSSEN schriftliche Vertraulichkeitsvereinbarungen getroffen werden. Drucker, Kopierer und Multifunktionsgeräte MÜSSEN mit Gerätepasswörtern versehen sein, um so den Zugriff auf Webserver und Bedienfeld für die Administration zu sperren. Diese MÜSSEN die Vorgaben des Identitäts- und Berechtigungsmanagements der Institution erfüllen.","Drucker, Kopierer und Multifunktionsgeräte MÜSSEN mit Gerätepasswörtern versehen sein, um so den Zugriff auf Webserver und Bedienfeld für die Administration zu sperren.",zweitkodierer,A — Deterministisch prüfbar,
SYS.4.3.A5.S02,SYS.4.3.A5,SYS.4.3,S,Standard,Schutz vor schädigenden Umwelteinflüssen bei eingebetteten Systemen,"Es SOLLTE sichergestellt werden, dass eingebettete Systeme entsprechend ihrer vorgesehenen Einsatzart und des vorgesehenen Einsatzorts angemessen vor schädigenden Umwelteinflüssen geschützt sind. Die Anforderungen hierfür SOLLTEN bereits bei der Planung analysiert werden. Zudem SOLLTE sichergestellt werden, dass die Vorkehrungen, um einzelne Komponenten vor Staub, Hitze, Nässe und Verschmutzung zu schützen, keine Probleme mit den Anforderungen des übergeordneten Systems verursachen.",Die Anforderungen hierfür SOLLTEN bereits bei der Planung analysiert werden.,zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.4.4.A17.S01,SYS.4.4.A17,SYS.4.4,S,Standard,Überwachung des Netzverkehrs von IoT-Geräten,"Es SOLLTE überwacht werden, ob die IoT-Geräte oder Sensor-Systeme nur mit IT-Systemen kommunizieren, die für den Betrieb der IoT-Geräte notwendig sind.","Es SOLLTE überwacht werden, ob die IoT-Geräte oder Sensor-Systeme nur mit IT-Systemen kommunizieren, die für den Betrieb der IoT-Geräte notwendig sind.",zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
SYS.4.4.A18.S02,SYS.4.4.A18,SYS.4.4,S,Standard,Protokollierung sicherheitsrelevanter Ereignisse bei IoT-Geräten,"Sicherheitsrelevante Ereignisse SOLLTEN automatisch protokolliert werden. Falls dies durch die IoT- Geräte selber nicht möglich ist, SOLLTEN hierfür Router oder Protokollmechanismen anderer IT- Systeme genutzt werden. Die Protokolle SOLLTEN geeignet ausgewertet werden.","Falls dies durch die IoT- Geräte selber nicht möglich ist, SOLLTEN hierfür Router oder Protokollmechanismen anderer IT- Systeme genutzt werden.",zweitkodierer,B — Kontextabhängig / KI-gestützt,
SYS.4.5.A14.S01,SYS.4.5.A14,SYS.4.5,H,Erhöhter Schutzbedarf,Sichere Versandart und Verpackung,"Die Institution SOLLTE überprüfen, wie vertrauliche Informationen bei einem Versand angemessen geschützt werden können. Es SOLLTE eine sichere Versandverpackung für Wechseldatenträger verwendet werden, bei der Manipulationen sofort zu erkennen sind. Die Institution SOLLTE alle Beteiligten auf notwendige Versand- und Verpackungsarten hinweisen.","Die Institution SOLLTE überprüfen, wie vertrauliche Informationen bei einem Versand angemessen geschützt werden können.",zweitkodierer,C — Organisatorischer Akt / evidenzfrei,
